project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
nutch,Public Class,org.apache.nutch.tools.proxy.NotFoundHandler,1.0,1.0,1.0,1.0,9.0,0.0,8.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,14,2,11,4,5,1,4,6,2,1.0,1.0,1.0,1.0,3.0,0,0.0,0.0,0.09,1,1,1,1,False
nutch,Public Class,org.apache.nutch.tools.proxy.SegmentHandler,5.0,5.0,6.0,2.0,35.0,0.0,34.0,1.0,1.0,7.0,0.0,,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,185,22,157,49,104,7,100,132,48,10.0,10.0,11.0,4.0,3.0,5,25.0,25.0,0.04,11,11,12,5,False
nutch,Private Static Class,org.apache.nutch.tools.proxy.SegmentHandler.Segment,2.0,2.0,2.0,1.0,7.0,0.0,6.0,0.0,2.0,3.0,0.0,,0.0,1.0,7.0,9.0,7.0,7.0,7.0,9.0,7.0,7.0,0.0,3.0,0.0,4.0,72,13,57,23,29,2,34,52,24,5.0,5.0,5.0,1.0,1.0,1,79.0,73.0,0.04,15,15,15,7,False
nutch,Private Static Class,org.apache.nutch.tools.proxy.SegmentHandler.SegmentPathFilter,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,2,7,4,2,0,2,4,3,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1,1,1,1,False
nutch,Public Class,org.apache.nutch.tools.proxy.TestbedProxy,17.0,17.0,17.0,1.0,102.0,8.0,85.0,11.0,1.0,7.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,106,9,88,21,75,11,60,77,22,17.0,17.0,17.0,1.0,1.0,2,0.0,0.0,0.13,17,17,17,1,False
nutch,Public Abstract Class,org.apache.nutch.urlfilter.api.RegexRule,1.0,1.0,1.0,1.0,10.0,0.0,2.0,8.0,1.0,0.0,2.0,,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,58,5,10,6,3,43,6,9,6,1.0,1.0,1.0,1.0,1.0,0,25.0,25.0,4.3,2,2,2,2,False
nutch,Public Abstract Class,org.apache.nutch.urlfilter.api.RegexURLFilterBase,2.0,2.0,2.0,1.0,13.0,0.0,9.0,3.0,2.0,1.0,2.0,,1.0,1.0,10.0,2.0,11.0,11.0,10.0,2.0,11.0,11.0,0.0,1.0,3.0,7.0,210,27,92,31,53,92,46,67,27,9.0,5.0,9.0,3.0,1.0,2,72.0,66.0,1.0,26,22,26,13,False
nutch,Public Abstract Class,org.apache.nutch.urlfilter.api.RegexURLFilterBaseTest,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,2.0,2.0,,1.0,3.0,7.0,0.0,8.0,8.0,7.0,0.0,8.0,8.0,0.0,1.0,6.0,1.0,121,14,84,23,50,23,36,56,25,3.0,3.0,3.0,1.0,2.0,2,0.0,0.0,0.27,16,16,16,7,False
nutch,Private Static Class,org.apache.nutch.urlfilter.api.RegexURLFilterBaseTest.FilteredURL,3.0,2.0,3.0,1.0,13.0,0.0,12.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,19,2,16,4,9,1,7,10,4,3.0,2.0,3.0,1.0,1.0,1,0.0,0.0,0.06,3,2,3,1,False
nutch,Public Class,org.apache.nutch.urlfilter.automaton.AutomatonURLFilter,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,,1.0,2.0,5.0,0.0,6.0,17.0,5.0,0.0,6.0,17.0,1.0,0.0,2.0,3.0,90,16,39,17,15,35,15,26,15,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.9,7,7,7,6,False
nutch,Private Class,org.apache.nutch.urlfilter.automaton.AutomatonURLFilter.Rule,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,13,3,10,4,3,0,4,7,4,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,2,2,2,2,False
nutch,Public Class,org.apache.nutch.urlfilter.automaton.TestAutomatonURLFilter,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,,2.0,0.0,3.0,0.0,5.0,13.0,3.0,0.0,5.0,13.0,0.0,0.0,1.0,4.0,55,6,28,6,15,21,13,20,6,2.0,2.0,2.0,1.0,3.0,1,0.0,0.0,0.75,6,6,6,5,False
nutch,Public Class,org.apache.nutch.urlfilter.domain.DomainURLFilter,3.0,3.0,4.0,1.0,20.0,1.0,15.0,3.0,2.0,6.0,0.0,,0.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,0.0,1.0,0.0,5.0,166,19,98,27,62,50,40,63,25,12.0,12.0,13.0,3.0,1.0,2,70.0,66.0,0.51,22,22,26,10,False
nutch,Public Class,org.apache.nutch.urlfilter.domain.TestDomainURLFilter,1.0,1.0,1.0,1.0,10.0,0.0,10.0,5.0,1.0,2.0,0.0,,0.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,32,6,26,11,18,10,18,21,9,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.38,2,2,2,2,False
nutch,Public Class,org.apache.nutch.urlfilter.prefix.PrefixURLFilter,3.0,3.0,3.0,1.0,15.0,1.0,12.0,1.0,2.0,6.0,0.0,,1.0,2.0,6.0,2.0,7.0,7.0,6.0,2.0,7.0,7.0,0.0,1.0,0.0,6.0,149,22,96,29,62,33,43,68,27,11.0,11.0,12.0,3.0,1.0,3,71.0,66.0,0.34,26,24,27,11,False
nutch,Public Class,org.apache.nutch.urlfilter.regex.RegexURLFilter,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,3.0,0.0,,1.0,2.0,5.0,0.0,6.0,17.0,5.0,0.0,6.0,17.0,1.0,0.0,2.0,3.0,89,17,41,18,17,31,17,28,16,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.76,7,7,7,6,False
nutch,Private Class,org.apache.nutch.urlfilter.regex.RegexURLFilter.Rule,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,13,3,10,4,3,0,4,7,4,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,2,2,2,2,False
nutch,Public Class,org.apache.nutch.urlfilter.regex.TestRegexURLFilter,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,,2.0,0.0,3.0,0.0,5.0,13.0,3.0,0.0,5.0,13.0,0.0,0.0,1.0,4.0,55,6,28,6,15,21,13,20,6,2.0,2.0,2.0,1.0,3.0,1,0.0,0.0,0.75,6,6,6,5,False
nutch,Public Class,org.apache.nutch.urlfilter.suffix.SuffixURLFilter,3.0,3.0,3.0,1.0,13.0,0.0,12.0,0.0,2.0,6.0,0.0,,1.0,1.0,11.0,6.0,12.0,12.0,11.0,6.0,12.0,12.0,0.0,0.0,0.0,12.0,286,26,157,39,107,105,81,124,41,16.0,12.0,16.0,5.0,1.0,3,77.0,58.0,0.67,46,42,47,21,False
nutch,Public Class,org.apache.nutch.urlfilter.suffix.TestSuffixURLFilter,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,,2.0,8.0,8.0,1.0,10.0,10.0,8.0,1.0,10.0,10.0,0.0,0.0,0.0,10.0,173,19,133,28,97,29,43,60,26,2.0,2.0,2.0,1.0,2.0,1,81.0,81.0,0.22,16,16,16,10,False
nutch,Public Class,org.apache.nutch.urlfilter.validator.UrlValidator,4.0,4.0,4.0,3.0,22.0,2.0,14.0,5.0,2.0,0.0,0.0,,0.0,25.0,10.0,1.0,10.0,10.0,10.0,1.0,10.0,10.0,0.0,7.0,0.0,3.0,344,61,184,68,121,101,92,133,60,19.0,19.0,22.0,15.0,1.0,4,80.0,80.0,0.55,42,42,47,33,False
nutch,Public Class,org.apache.nutch.util.CommandRunner,2.0,2.0,2.0,1.0,11.0,1.0,9.0,0.0,1.0,2.0,0.0,,1.0,1.0,13.0,9.0,14.0,14.0,13.0,9.0,14.0,14.0,0.0,0.0,0.0,14.0,270,44,197,54,119,30,94,135,49,16.0,16.0,16.0,7.0,1.0,5,84.0,72.0,0.15,33,33,33,20,False
nutch,Private Class,org.apache.nutch.util.CommandRunner.PullerThread,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5,0,5,2,1,0,1,3,2,1.0,1.0,1.0,1.0,3.0,0,0.0,0.0,0.0,1,1,1,1,False
nutch,Private Class,org.apache.nutch.util.CommandRunner.PumperThread,5.0,5.0,5.0,3.0,21.0,0.0,19.0,2.0,1.0,1.0,2.0,,0.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,52,4,44,12,26,4,16,25,8,9.0,9.0,10.0,5.0,2.0,3,0.0,0.0,0.09,10,10,11,6,False
nutch,Private Class,org.apache.nutch.util.CommandRunner.PusherThread,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5,0,5,2,1,0,1,3,2,1.0,1.0,1.0,1.0,3.0,0,0.0,0.0,0.0,1,1,1,1,False
nutch,Public Class,org.apache.nutch.util.DeflateUtils,3.0,3.0,3.0,2.0,24.0,2.0,16.0,6.0,1.0,1.0,0.0,,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,128,16,70,25,48,42,35,49,20,6.0,6.0,6.0,5.0,1.0,3,0.0,0.0,0.6,13,13,13,10,False
nutch,Public Class,org.apache.nutch.util.DomUtil,5.0,5.0,5.0,1.0,29.0,2.0,21.0,6.0,1.0,1.0,0.0,,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,64,7,45,12,34,12,26,32,12,5.0,5.0,5.0,1.0,1.0,2,0.0,0.0,0.27,10,10,10,2,False
nutch,Public Class,org.apache.nutch.util.EncodingDetector,4.0,4.0,5.0,1.0,21.0,1.0,16.0,4.0,1.0,7.0,0.0,,3.0,6.0,7.0,3.0,10.0,10.0,7.0,3.0,10.0,10.0,0.0,1.0,0.0,9.0,350,45,218,63,142,87,109,161,60,8.0,8.0,11.0,3.0,1.0,3,70.0,53.0,0.4,42,42,53,16,False
nutch,Private Class,org.apache.nutch.util.EncodingDetector.EncodingClue,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,7.0,3.0,7.0,7.0,7.0,3.0,7.0,7.0,0.0,0.0,0.0,7.0,38,7,30,11,11,1,12,20,11,2.0,2.0,3.0,1.0,1.0,0,52.0,38.0,0.03,8,8,11,7,False
nutch,Public Class,org.apache.nutch.util.FSUtils,5.0,5.0,6.0,1.0,33.0,2.0,17.0,14.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,74,7,36,11,16,31,12,24,9,8.0,8.0,8.0,2.0,1.0,6,0.0,0.0,0.86,11,11,12,3,False
nutch,Public Class,org.apache.nutch.util.GZIPUtils,3.0,3.0,3.0,2.0,26.0,3.0,17.0,5.0,1.0,1.0,0.0,,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,137,19,76,24,52,42,35,51,19,7.0,7.0,7.0,6.0,1.0,4,0.0,0.0,0.55,15,15,15,11,False
nutch,Public Abstract Class,org.apache.nutch.util.GenericWritableConfigurable,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,0.0,1.0,,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,31,5,25,10,13,1,11,17,8,3.0,3.0,3.0,1.0,2.0,1,0.0,0.0,0.04,5,5,5,3,False
nutch,Public Class,org.apache.nutch.util.HadoopFSUtil,2.0,2.0,2.0,1.0,13.0,0.0,10.0,3.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,47,5,33,5,19,9,12,22,8,4.0,4.0,4.0,3.0,1.0,1,0.0,0.0,0.27,6,6,6,5,False
nutch,Anonymous Class,org.apache.nutch.util.HadoopFSUtil.getPassAllFilter.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,0,4,0,3,0,1,2,1,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,1,1,1,1,False
nutch,Anonymous Class,org.apache.nutch.util.HadoopFSUtil.getPassDirectoriesFilter.(Anon_2),2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8,0,8,0,6,0,2,4,1,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Public Class,org.apache.nutch.util.LockUtil,3.0,3.0,3.0,1.0,18.0,0.0,8.0,10.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,62,2,19,3,12,41,7,15,3,4.0,4.0,4.0,1.0,1.0,2,0.0,0.0,2.16,7,7,7,2,False
nutch,Public Class,org.apache.nutch.util.LogUtil,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,1.0,0.0,6.0,102,14,66,16,41,22,31,47,18,1.0,1.0,1.0,1.0,1.0,0,85.0,85.0,0.33,7,7,7,7,False
nutch,Anonymous Class,org.apache.nutch.util.LogUtil.getLogStream.(Anon_1),3.0,3.0,3.0,2.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,24,2,22,0,17,0,10,16,3,4.0,4.0,4.0,3.0,2.0,2,0.0,0.0,0.0,7,7,7,4,False
nutch,Public Class,org.apache.nutch.util.MimeUtil,4.0,4.0,5.0,1.0,28.0,1.0,14.0,12.0,1.0,1.0,0.0,,1.0,2.0,5.0,2.0,6.0,6.0,5.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,220,19,94,19,64,107,34,56,18,11.0,11.0,17.0,3.0,1.0,4,41.0,41.0,1.14,24,24,31,8,False
nutch,Public Class,org.apache.nutch.util.NodeWalker,2.0,2.0,2.0,1.0,17.0,1.0,7.0,8.0,1.0,0.0,0.0,,0.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,88,12,33,11,16,43,19,28,13,4.0,4.0,4.0,1.0,1.0,2,41.0,41.0,1.3,10,10,10,4,False
nutch,Public Class,org.apache.nutch.util.NutchConfiguration,1.0,1.0,1.0,1.0,8.0,0.0,5.0,3.0,1.0,0.0,0.0,,5.0,1.0,1.0,0.0,6.0,6.0,1.0,0.0,6.0,6.0,0.0,3.0,0.0,3.0,84,6,33,11,18,46,16,26,12,3.0,3.0,3.0,1.0,1.0,1,0.0,0.0,1.39,8,8,8,6,False
nutch,Public Class,org.apache.nutch.util.NutchJob,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24,2,5,2,1,17,1,3,2,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,3.4,1,1,1,1,False
nutch,Public Class,org.apache.nutch.util.ObjectCache,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,1.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,48,7,25,10,12,16,11,17,9,2.0,2.0,2.0,1.0,1.0,1,25.0,0.0,0.64,5,5,5,4,False
nutch,Public Class,org.apache.nutch.util.PrefixStringMatcher,3.0,3.0,3.0,2.0,14.0,0.0,10.0,4.0,1.0,1.0,0.0,,1.0,0.0,5.0,0.0,6.0,13.0,5.0,0.0,6.0,13.0,0.0,0.0,0.0,6.0,115,8,62,17,43,45,37,56,19,4.0,4.0,4.0,4.0,2.0,2,0.0,0.0,0.73,18,18,18,14,False
nutch,Public Class,org.apache.nutch.util.StringUtil,2.0,2.0,3.0,1.0,12.0,0.0,8.0,4.0,1.0,1.0,0.0,,8.0,1.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,7.0,133,10,69,19,46,54,44,67,22,6.0,6.0,8.0,4.0,1.0,2,0.0,0.0,0.78,22,22,29,13,False
nutch,Public Class,org.apache.nutch.util.SuffixStringMatcher,3.0,3.0,3.0,2.0,13.0,0.0,10.0,3.0,1.0,1.0,0.0,,1.0,0.0,5.0,0.0,6.0,13.0,5.0,0.0,6.0,13.0,0.0,0.0,0.0,6.0,112,9,62,17,43,41,37,56,19,4.0,4.0,4.0,4.0,2.0,2,0.0,0.0,0.66,18,18,18,14,False
nutch,Public Class,org.apache.nutch.util.TestEncodingDetector,1.0,1.0,1.0,1.0,25.0,2.0,21.0,3.0,1.0,6.0,0.0,,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,66,10,52,10,39,8,37,41,9,1.0,1.0,1.0,1.0,2.0,0,50.0,50.0,0.15,2,2,2,2,False
nutch,Public Class,org.apache.nutch.util.TestGZIPUtils,2.0,2.0,2.0,1.0,13.0,2.0,11.0,0.0,1.0,1.0,0.0,,0.0,0.0,9.0,3.0,9.0,9.0,9.0,3.0,9.0,9.0,0.0,0.0,0.0,9.0,241,32,187,30,159,31,69,92,33,6.0,6.0,6.0,1.0,2.0,4,55.0,55.0,0.17,22,22,22,9,False
nutch,Public Class,org.apache.nutch.util.TestNodeWalker,3.0,3.0,3.0,1.0,14.0,0.0,13.0,0.0,1.0,1.0,0.0,,0.0,2.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,3.0,94,8,68,20,50,21,34,47,20,7.0,7.0,7.0,3.0,2.0,2,0.0,0.0,0.31,12,12,12,6,False
nutch,Public Class,org.apache.nutch.util.TestPrefixStringMatcher,4.0,4.0,5.0,1.0,26.0,6.0,19.0,0.0,1.0,1.0,0.0,,0.0,6.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,116,23,70,23,53,23,43,57,27,11.0,11.0,13.0,1.0,2.0,5,0.0,0.0,0.33,14,14,16,3,False
nutch,Public Class,org.apache.nutch.util.TestStringUtil,1.0,1.0,1.0,1.0,11.0,3.0,8.0,0.0,1.0,1.0,0.0,,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,57,13,27,8,19,17,19,23,8,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.63,3,3,3,3,False
nutch,Public Class,org.apache.nutch.util.TestSuffixStringMatcher,4.0,4.0,5.0,1.0,26.0,6.0,19.0,0.0,1.0,1.0,0.0,,0.0,6.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,116,23,70,23,53,23,43,57,27,11.0,11.0,13.0,1.0,2.0,5,0.0,0.0,0.33,14,14,16,3,False
nutch,Public Class,org.apache.nutch.util.TestURLUtil,1.0,1.0,1.0,1.0,33.0,7.0,21.0,11.0,1.0,2.0,0.0,,0.0,2.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,1.0,5.0,255,52,156,33,131,113,112,120,26,2.0,2.0,2.0,1.0,2.0,1,83.0,83.0,0.72,7,7,7,6,False
nutch,Public Class,org.apache.nutch.util.TimingUtil,6.0,6.0,6.0,1.0,29.0,3.0,20.0,6.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,50,5,23,6,15,22,15,21,8,6.0,6.0,6.0,1.0,1.0,2,0.0,0.0,0.96,6,6,6,1,False
nutch,Public Abstract Class,org.apache.nutch.util.TrieStringMatcher,2.0,2.0,2.0,1.0,10.0,0.0,6.0,4.0,1.0,1.0,2.0,,0.0,0.0,7.0,1.0,7.0,7.0,7.0,1.0,7.0,7.0,0.0,0.0,4.0,3.0,198,22,99,30,61,78,56,84,31,3.0,3.0,3.0,1.0,1.0,2,25.0,25.0,0.79,8,8,8,4,False
nutch,Protected Class,org.apache.nutch.util.TrieStringMatcher.TrieNode,3.0,3.0,3.0,2.0,18.0,1.0,12.0,4.0,2.0,0.0,0.0,,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.0,0.0,1.0,107,13,69,17,48,26,38,57,17,7.0,7.0,7.0,5.0,1.0,2,40.0,40.0,0.38,18,18,19,13,False
nutch,Public Class,org.apache.nutch.util.URLUtil,3.0,3.0,3.0,1.0,27.0,1.0,12.0,13.0,1.0,2.0,0.0,,15.0,1.0,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,1.0,1.0,0.0,13.0,444,40,185,58,119,221,91,129,54,12.0,12.0,18.0,9.0,1.0,3,80.0,33.0,1.19,45,45,52,29,False
nutch,Public Class,org.apache.nutch.util.WritableTestUtils,1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,49,8,22,9,11,19,10,15,7,2.0,2.0,2.0,1.0,1.0,1,0.0,0.0,0.86,4,4,4,3,False
nutch,Public Class,org.apache.nutch.util.domain.DomainStatistics,2.0,2.0,3.0,1.0,16.0,1.0,14.0,0.0,4.0,8.0,0.0,,1.0,6.0,6.0,2.0,7.0,7.0,6.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,180,32,128,45,86,20,72,94,35,7.0,7.0,8.0,1.0,2.0,3,71.0,64.0,0.16,20,18,21,7,False
nutch,Public Static Class,org.apache.nutch.util.domain.DomainStatistics.DomainStatisticsCombiner,2.0,2.0,2.0,1.0,11.0,1.0,10.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16,3,13,7,5,0,4,7,4,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Public Class,org.apache.nutch.util.domain.DomainSuffix,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,,0.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,0.0,0.0,0.0,6.0,76,9,31,16,10,36,14,21,13,1.0,1.0,1.0,1.0,1.0,0,61.0,44.0,1.16,6,6,6,6,False
nutch,Public Class,org.apache.nutch.util.domain.DomainSuffixes,1.0,1.0,1.0,1.0,7.0,0.0,5.0,2.0,1.0,2.0,0.0,,1.0,2.0,4.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,0.0,3.0,71,8,30,11,14,33,12,20,11,2.0,2.0,2.0,1.0,1.0,1,60.0,60.0,1.1,7,7,7,5,False
nutch,Class,org.apache.nutch.util.domain.DomainSuffixesReader,1.0,1.0,2.0,1.0,9.0,0.0,8.0,0.0,1.0,5.0,0.0,,0.0,1.0,11.0,0.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,138,19,92,36,59,27,55,76,40,4.0,4.0,5.0,1.0,1.0,2,0.0,0.0,0.29,21,21,25,11,False
nutch,Public Class,org.apache.nutch.util.domain.TopLevelDomain,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,,0.0,0.0,4.0,2.0,4.0,10.0,4.0,2.0,4.0,10.0,0.0,0.0,0.0,4.0,55,7,20,8,8,28,10,15,8,1.0,1.0,1.0,1.0,2.0,0,37.0,37.0,1.4,4,4,4,4,False
nutch,Public Class,org.creativecommons.nutch.CCIndexingFilter,2.0,2.0,2.0,1.0,13.0,1.0,9.0,2.0,2.0,8.0,0.0,,0.0,2.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,1.0,0.0,4.0,96,17,51,17,30,29,22,36,16,5.0,5.0,5.0,1.0,1.0,2,70.0,50.0,0.57,13,13,13,5,False
nutch,Public Class,org.creativecommons.nutch.CCParseFilter,1.0,1.0,1.0,1.0,12.0,1.0,9.0,1.0,2.0,9.0,0.0,,0.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,284,43,183,58,125,82,101,142,56,3.0,3.0,3.0,3.0,1.0,1,33.0,0.0,0.45,5,5,5,5,False
nutch,Public Static Class,org.creativecommons.nutch.CCParseFilter.Walker,6.0,6.0,8.0,3.0,36.0,4.0,24.0,8.0,1.0,4.0,0.0,,1.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,4.0,0.0,1.0,208,32,140,46,96,53,78,113,45,13.0,13.0,13.0,9.0,1.0,3,56.0,31.0,0.38,34,34,41,15,False
nutch,Public Class,org.creativecommons.nutch.TestCCParseFilter,1.0,1.0,1.0,1.0,18.0,1.0,15.0,5.0,1.0,7.0,0.0,,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,60,6,34,18,22,26,19,23,14,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.76,3,3,3,2,False
