project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
qpid,Class,org.apache.qpid.messaging.util.Parser,1.0,1.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,58.0,7.0,47.0,10.0,18.0,4.0,14.0,25.0,11.0,3.0,3.0,3.0,3.0,1.0,2.0,50.0,0.0,0.09,9,9,10,7,False
qpid,Public Class,org.apache.qpid.messaging.util.PyPrint,3.0,3.0,3.0,1.0,15.0,0.0,15.0,0.0,1.0,0.0,0.0,6.0,0.0,7.0,7.0,1.0,0.0,0.0,6.0,0.0,1.0,120.0,8.0,108.0,14.0,51.0,4.0,33.0,57.0,17.0,7.0,7.0,7.0,6.0,1.0,3.0,0.0,0.0,0.04,22,21,22,12,False
qpid,Public Class,org.apache.qpid.messaging.util.Token,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,1.0,0.0,0.0,5.0,82.0,15.0,63.0,18.0,17.0,4.0,21.0,34.0,18.0,2.0,2.0,2.0,1.0,1.0,1.0,54.0,54.0,0.06,7,7,7,6,False
qpid,Public Static Class,org.apache.qpid.messaging.util.Token.Type,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,3.0,28.0,6.0,22.0,7.0,5.0,0.0,7.0,12.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,37.0,37.0,0.0,4,4,4,4,False
qpid,Public Class,org.apache.qpid.nclient.util.ByteBufferMessage,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,18.0,18.0,18.0,7.0,0.0,2.0,0.0,16.0,158.0,18.0,125.0,28.0,43.0,15.0,40.0,66.0,29.0,3.0,3.0,3.0,3.0,1.0,2.0,83.0,75.0,0.12,24,24,24,20,False
qpid,Public Class,org.apache.qpid.nclient.util.MessagePartListenerAdapter,2.0,2.0,2.0,1.0,16.0,3.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,49.0,9.0,29.0,7.0,12.0,11.0,11.0,16.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,25.0,25.0,0.38,4,4,4,2,False
qpid,Public Class,org.apache.qpid.pool.ReferenceCountingExecutorService,1.0,1.0,1.0,1.0,11.0,0.0,6.0,5.0,1.0,0.0,0.0,1.0,4.0,8.0,8.0,7.0,5.0,0.0,1.0,0.0,7.0,169.0,20.0,62.0,18.0,25.0,87.0,18.0,32.0,18.0,2.0,2.0,2.0,1.0,1.0,1.0,70.0,70.0,1.4,11,11,11,8,False
qpid,Public Class,org.apache.qpid.pool.ReferenceCountingExecutorServiceTest,1.0,1.0,1.0,1.0,15.0,2.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,0.0,1.0,2.0,3.0,128.0,27.0,92.0,21.0,43.0,10.0,35.0,49.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,41.0,41.0,0.11,6,6,6,6,False
qpid,Private Class,org.apache.qpid.pool.ReferenceCountingExecutorServiceTest.ThreadGroupChangingThreadFactory,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,14.0,2.0,12.0,4.0,2.0,0.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2,False
qpid,Anonymous Class,org.apache.qpid.pool.ReferenceCountingExecutorServiceTest.createRunnable.(Anon_1),1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,1,1,False
