Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AbstractStringResourceStream.java",1,1,1,1,9,0,5,3,,,,,1,0,2,8,,9,9,2,9,,0,0,1,8,,137,16,65,25,17,56,,,,23,34,22,12,,,,,,3,3,3,1,,,2,,,,0.86,10,10,10,8
File,"AbstractSubmitLink.java",1,1,1,1,12,0,7,4,,,,,2,0,2,10,,10,10,3,10,,0,0,0,10,,164,16,71,16,28,77,,,,24,37,20,17,,,,,,2,2,2,1,,,1,,,,1.08,12,12,12,10
File,"AbstractTab.java",1,1,1,1,8,0,4,4,,,,,1,0,1,3,,4,4,1,4,,0,0,0,4,,69,6,21,10,4,42,,,,9,13,10,3,,,,,,1,1,1,1,,,0,,,,2.00,3,3,3,3
File,"AbstractTest14WebPage.java",1,1,1,1,10,0,6,4,,,,,1,0,1,1,,1,1,1,1,,0,0,0,1,,44,3,14,7,4,27,,,,8,10,7,3,,,,,,1,1,1,1,,,0,,,,1.93,1,1,1,1
File,"AbstractTextComponent.java",1,1,1,1,12,0,6,5,,,,,2,0,3,11,,12,12,0,12,,1,2,4,5,,212,18,99,34,33,95,,,,36,54,29,25,,,,,,3,3,5,1,,,2,,,,0.96,17,17,20,11
File,"AbstractTime.java",1,1,1,1,12,0,5,6,,,,,1,0,3,6,,6,6,0,6,,1,0,0,5,,118,10,42,15,12,66,,,,14,23,14,9,,,,,,1,1,1,1,,,0,,,,1.57,6,6,6,6
File,"AbstractTimeValue.java",1,1,1,1,9,0,4,5,,,,,1,0,1,2,,2,2,0,2,,1,0,0,1,,52,4,14,6,3,34,,,,5,8,6,2,,,,,,1,1,1,1,,,0,,,,2.43,2,2,2,2
File,"AbstractToolbar.java",1,1,1,1,10,0,4,5,,,,,1,0,1,3,,3,3,1,3,,0,0,1,2,,69,6,22,9,6,41,,,,10,14,9,5,,,,,,1,1,1,1,,,0,,,,1.86,3,3,3,3
File,"AbstractTransformerBehavior.java",1,1,1,1,12,1,7,4,,,,,1,0,1,8,,9,9,1,9,,0,1,1,7,,164,20,82,35,28,63,,,,32,44,28,16,,,,,,3,3,3,1,,,1,,,,0.77,12,12,12,8
File,"AbstractTree.java",2,2,2,1,17,1,10,5,,,,,16,0,5,89,,91,91,16,91,,1,21,14,55,,1768,192,982,213,422,596,,,,331,526,217,309,,,,,,11,11,19,4,,,5,,,,0.61,187,187,207,92
File,"AbstractTreeColumn.java",1,1,1,1,10,0,5,4,,,,,2,0,2,4,,5,5,0,5,,0,0,0,5,,85,9,28,10,8,48,,,,11,16,12,4,,,,,,1,1,1,1,,,0,,,,1.71,4,4,4,4
File,"AbstractValidator.java",1,1,1,1,19,0,6,11,,,,,1,0,1,11,,12,12,0,12,,0,0,5,7,,284,20,94,31,29,170,,,,33,52,27,25,,,,,,5,5,5,1,,,1,,,,1.81,18,18,19,11
File,"AbstractWizardModel.java",1,1,1,1,10,0,4,5,,,,,1,0,1,12,,12,12,3,12,,0,0,3,9,,179,18,67,21,19,94,,,,18,37,23,14,,,,,,2,2,2,1,,,1,,,,1.40,15,15,15,12
File,"AbstractWrapModel.java",1,1,1,1,7,0,3,3,,,,,1,0,1,3,,3,3,0,3,,0,0,0,3,,62,4,16,6,3,42,,,,4,8,6,2,,,,,,1,1,1,1,,,0,,,,2.63,3,3,3,3
File,"AccessDeniedPage.java",1,1,1,1,7,0,4,3,,,,,1,0,1,4,,4,4,0,4,,0,0,1,3,,69,8,28,12,7,33,,,,9,14,9,5,,,,,,1,1,1,1,,,0,,,,1.18,4,4,4,4
